(BK)",411021,,02067901300,,02067901333,principal.sns@suryadatta.edu.in,http://www.suryadattaschool.org,2014,"Jun 16, 2014",SHEILA OKA,,"BA,MA,B.ED, PGDHRM",10,20,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",SURYADATTA EDUCATION FOUNDATION
SOPHIA CONVENT SCHOOL,1030410,MADHYA PRADESH,KHANDWA,AJMER,"INDORE ROAD, KHANDWA",450001,0496,2911237,2593126,,sophiaconvent@rediffmail.com,,2002,"Jul 16, 2002",SR PRIYA THERESE,1,"B.SC., M.A., B.ED.",27,10,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",KHANDWA DIOCESE
DIVYA JYOTI  PUBLIC SCHOOL,2132618,UTTAR PRADESH,BAGHPAT,DEHRADUN,"VILL-  KYAMPUR,POST- SURAJ BAGPAT",250601,,8958863391,,01234,swetaanwar@gmail.com,http://www.djps.com,2011,"Apr 1, 2015",SWETANJLI,0,M. SC.B.ED,5,5,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",DIVYA JYOTI SOCIAL WELFARE TRUST
JAIN BHARTI MODEL SCHOOL,2730319,DELHI,,DELHI,E BLOCK SECTOR 16 ROHINI DELHI,110085,,27853000,27073954,,jbmsbharti@gmail.com,,2000,,MAMTA JAIN,0,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",SKY LAND EDUCATIONAL SOCIETY
MES CENTRAL SCHOOL,930371,KERALA,MALAPPURAM,TRIVANDRUM,TANUR NADAKKAVU DISTT MALAPPURAM KERALA,676302,0494,2440786;214046,04872309046,2445460,anishasultana1979@gmail.com,,1991,"Apr 1, 2005",ANISHA SULTANA R,1,"MPHIL, MSC, BED.",15,21,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",MUSLIM EDUCATIONAL SOCIETY
EKLAVYA PUBLIC SCHOOL,1130275,MAHARASHTRA,KOLHAPUR,CHENNAI,"WAGHABILL -DANEWADI, PANHALA, KOHAPUR",416201,,2324071,,,shailapkarnekar@gmail.com,,2007,"Jun 18, 2007",SHAILA PARESH KARNEKAR,0,B.SC.D.ED.M.A(APPEARED).B.ED.,18,18,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2019",ARYA CHANKYA SHIKKSHAN SANSTHA''''S
GOVT BOYS SR SEC SCHOOL,2750027,DELHI,,DELHI,Q BLOCK MANGOLPURI DELHI,110083,,27272899,,,,,1976,,SH BCURRETI,1,,,,Senior Secondary,Provisional,"Apr 1, 2003","Mar 31, 2013",DELHI ADMINISTRATION
ALLIED INTERNATIONAL SCHOOL,330636,BIHAR,GAYA,PATNA,"REGANICHAK, BELAGANJ, GAYA, BIHAR- 804403",804403,,8540839051,,,alliedinternationalschool@gmail.com,,2012,"Apr 3, 2012",DHIRENDRA KUMAR DHIRAJ,,"M.SC., B,ED.",5,10,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",LATE RAMASHANKAR RAI EDUCATIONAL FOUNDATION TRUST
A M WORLD SCHOOL,2132921,UTTAR PRADESH,SAMBHAL,ALLAHABAD,MAULAGARH,244412,,05921250380,,,amworldschool@gmail.com,http://www.amworldschool.com,2015,"Apr 4, 2016",M K SHARMA,,"B.SC., M.A., B.ED., D.L.L.R.",27,34,Secondary School,Provisional,"Jan 4, 2017","Mar 31, 2020",A M DEVELOPMENT TRUST
"PANDIT NARMADA PRASAD MEMORIAL PUBLIC SCHOOL, KANJAI",1030891,MADHYA PRADESH,NARSIMHAPUR,AJMER,"GRAM- KANJAI, P.O. KANJAI, TEH. - GOTEGOAN, DIST. - NARSINGHPUR, M.P.",487118,,9926285695,,,mailbox.kanjai@rediffmail.com,,2013,"Jul 15, 2013",NEETU SHRIVASTAV,,M.A. B.ED.,13,13,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",SHRI YASHODHAN SHIKSHA PRASAR EVAM SAMAJ KALYAN SAMITI
CHINMAYA VIDYALAYA,930082,KERALA,KASARGUD,TRIVANDRUM,ATHIYAMBOOR KANHANGAD P.O KASARAGOD DISTT KERALA,671315,0499,2204210;706314,09354745395,,chandranc1975@gmail.com,,1978,"Apr 1, 2005",CHANDRAN C,2,"B.SC,B.ED,M.A",3,14,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018","CHINMAYA MISSION, KANHANGAD"
KENDRIYA VIDYALAYA,1700056,RAJASTHAN,,AJMER,BSF POKARAN JAISALMER RAJASTHAN,345021,06670,222444,33401,3879261208,kvpokaran@gmail.com,http://www.kvnhpclok.org,1988,"Jan 25, 2009",SURESH CHAND MEENA,1,M COM M ED,5,20,Senior Secondary,Provisional,"Apr 1, 2011","Mar 31, 2013",KENDRIYA VIDYALAYA SANGATHAN N.D.
THE RICHMOND PUBLIC SCHOOL,1930769,TAMILNADU,ERODE,CHENNAI,"140/1B,KUNNATHUR ROAD,SEENAPURAM[PO], PERUNDURAI[TK]",638057,,7373846666,,,therichmondschool@gmail.com,http://www.therichmondschools.com,2015,"Jun 4, 2015",MSHANMUGAM,,"M.SC.,M.ED.,",12,18,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",SHREE KONGU VELALAR EDUCATIONAL TRUST
KENDRIYA VIDYALAYA,3500041,UTTARAKHAND,BAGESHWAR,DEHRADUN,"HIMALAYAN VIEW, KAUSANI, DISTT. BAGESHWAR, UTTRAKHAND",263620,05962,258349,63196,,srajwar14@gmail.com,http://www.kv2vasco.com,1985,"Apr 1, 1991",SURESH CHANDRA,1,"M.A., M.ED, PHD",5,22,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",KENDRIYA VIDYALAYA SANGATHAN
CRESCENT PUBLIC SCHOOL,630215,HIMACHAL PRADESH,KANGRA,PANCHKULA,P.O.BANURI,176061,,4254117,,,manubh31@gmail.com,,2003,"Apr 15, 2003",MANOJ KUMAR,,"M.SC., B.ED.",8,11,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",RHYTHM EDUCATION SOCIETY
PINNACLE PUBLIC SCHOOL,430232,GUJARAT,GANDHINAGAR,AJMER,"105/A, LIMBADIA, N.H. 8, NARMADA CANAL, GANDHINAGAR.",382330,,9687639954,,,santosh65singh@gmail.com,http://www.pinnaclepublicschool.com,2011,"Jun 13, 2013",SANTOSH MAYAN SINGH,0,"M. SC., B. ED.",5,5,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",LIGHT FOUNDATION
CHRIST CHURCH BOYS SENIOR SECONDARY SCHOOL,1030047,MADHYA PRADESH,JABALPUR,AJMER,"SLEEMAN ROAD, NORTH CIVIL LINES, JABALPUR - MADHYA PRADESH",482001,04712,2623182,419313,07297267149,ccbss_jbp@yahoo.com,http://www.ccbsss.org,1870,"Jul 1, 1997",L M SATHE,1,"M.A., B.ED.",12,6,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",NAGPUR DIOCESAN BOARD OF EDUCATION
SHIKHA DEEP VIDYALAYA,2730467,DELHI,,DELHI,C-59 VIKAS NAGAR HASTSAL NEW DELHI,110059,0431,65168004;31070770,,,girsa36@gmail.com,,1995,,ANJU GIRSA,0,,,,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",JOG PAL EDUCATIONAL SOCIETY
SETH M R JAIPURIA SCHOOL,2132564,UTTAR PRADESH,BARABANKI,ALLAHABAD,"VILL- SURSANDA,POST - RASAULI",225001,,8223755,,,principal.barabanki@jaipuriaschools.ac.in,http://www.jaipuriaschools.ac.in/barabanki,2015,"Apr 4, 2015",ANJU SINGH,,"M.SC, B.ED",5,15,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",LALIT MOHAN TRUST
"DAV PUBLIC SCHOOL, NABINAGAR",330256,BIHAR,AURANGABAD,PATNA,"AT + PO - NABINAGAR
DIST - NABINAGAR",824301,,227189,,06332227189,drrkdubey2001@gmail.com,,2002,"Apr 4, 2002",R K DUBEY,0,"M.A., B.ED.",8,18,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",DAV COLLEGE TRUST & MANAGEMENT SOCIETY
"ARAVALI HILLS PUBLIC SCHOOL ,TANKRI",530702,HARYANA,REWARI,PANCHKULA,"V.P.O-TANKRI
DISTT-REWARI HARYANA",123412,0631,200465,09431416595,,sureshkumari91967@gmail.com,,2005,"Apr 1, 2006",SURESH KUMARI,2,B.A B.ED,2,7,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2020",ARAVALI EDUCATION SOCIETY TANKRI
KENDRIYA VIDYALAYA,700015,JAMMU & KASHMIR,KISHTWAR,PANCHKULA,"DUL-HASTI PROJECT KISHTWAR JAMMU DISTT., JAMMU & KASHMIR",182204,01748,259846,550,2580425,kwlsng57@gmail.com,http://www.kvkishtwar.com,1985,"Apr 1, 1991",KEWAL SINGH,1,M.A. PH.D. M.ED.,9,29,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",KENDRIYA VIDYALAYA SANGATHAN
AARYANS SCHOOL,1130218,MAHARASHTRA,PUNE,CHENNAI,"S.NO.12/15,BHILAREWADI, TALUKA-HAVELI, DIST. PUNE",411046,0490,24699109,01242379991,,paaryans@gmail.com,http://www.aaryanschool.com,2005,"Jun 5, 2005",SONAL BAND,1,B.A.B.ED.,6,10,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",ELLORA MEDICALS AND EDUCATIONAL FOUNDATION
PRANAVANANDA VIDYA MANDIR,2030005,TRIPURA,WEST TRIPURA,GUWAHATI,KANCHAN PALLI BADHARGHAT PO NTPC WEST TRIPURA AGARTALA,799014,0381,2374855,03812319030,,ratnamajumder91@gmail.com,,1995,"Apr 2, 1980",RATNA MAJUMDER,1,"M. COM, B.ED",14,22,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",BHARAT SEVASHRAM SANGHA
AIS ENGLISH MEDIUM SCHOOL,930515,KERALA,MALAPPURAM,TRIVANDRUM,ARAKKUPARAMBA PO PERINTALMANNA MALAPPURAM DISTT KERALA,679322,04933,251500,252135,,robinsonshibi@gmail.com,,1996,"Apr 1, 2009",ROBINSON C J,1,,,,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",ANVARUL ISLAM SANGHAM
STAR PUBLIC SCHOOL,1730306,RAJASTHAN,ALWAR,AJMER,3 RD MILE STONE,301404,01764,223400,22056100,7010099,principal.starpublic@gmail.com,,2000,"Apr 1, 1996",SUNIL KUMAR YADAV,1,,,,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",SHRI RAM C SWAMI MEM DEF SH SAMITI
MAMTA NIKETAN CONVENT SCHOOL,1630279,PUNJAB,TARANTARAN,PANCHKULA,NEAR POLICE COLONY AMRITSAR ROAD TARANTARAN DISTT PUNJAB,143401,01852,9855408301,,,channikamboj@gmail.com,,2001,,GURCHARAN KAUR,2,,,,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",SARDARNI DALBIR KAUR MEM EDU TRUST
DEEP MEMIAL PUBLIC SCHOOL,2130107,UTTAR PRADESH,GHAZIABAD,ALLAHABAD,DEEP VIHAR (RAMPRASTHA) PO CHANDER NAGAR GHAZIABAD UTTAR PRADESH,201011,,2641065;4622886,09313057711,,deepmemorial1988@gmail.com,,1987,"Apr 1, 2004",PRAMOD KUMAR,0,,,,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",CH DEEPCHAND MEMIAL TRUST
VISHWAKSENA GLOBAL SCHOOL,1930496,TAMILNADU,THIRUVALLUR,CHENNAI,"POLLIVAKKAM,SRIPERUMBUDUR-THIRUVALLUR HIGHWAY,THIRUVALLUR.",602002,,09566295555,,04422252525,direct@vishwaksenaglobalschool.g,http://www.vishwaksenaglobalschool.g,2013,"Jun 12, 2013",JEMIMA SAMUEL,0,"M.A.,B.ED.,P.G DIP N.P.T.T",14,15,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",A.D.K.VICTY EDUCATIONAL CHARITABLE TRUST
GYAN SAGAR GIRLS ACADEMY,1030345,MADHYA PRADESH,UJJAIN,AJMER,"NEAR JANTAR MANTAR,
CHINTAMAN ROAD, UJJAIN, MADHYA PRADESH",456001,,2559888,,,gsgaujjain@gmail.com,,2007,"Apr 2, 2007",MANJIMA PANDLA,2,"M.A., M.ED.",7,5,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",AKSHAR EDUCATION SOCIETY
ADARSH SHRAMIK UCHCH VIDYALAYA,3430084,JHARKHAND,DHANBAD,PATNA,GOLUKDIH OPEN CART PROJECT AT- GOLUKDIH P.O.JHARIA DISTT.DHANBAD JHARKHAND,828111,,2290009,,,asuvidyalaya@ymail.com,,1979,"Apr 4, 2005",SHIO KUMAR SINGH,0,,,,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2020","ADARSH SHRAMIK UCHCHA VIDYALAYA MANAGING COMMITTEE,GOLUKDIH."
SCHOLARS INDIA SENIOR SECONDARY SCHOOL,330590,BIHAR,MUZAFFARPUR,PATNA,"VILLAGE JAMHARUA
POST PURUSHOTTAMPUR
PS MANIYARI
BLOCK KUDHANNI
DISTT MUZAFFARPUR",842002,,94300288051,,,,,2011,"May 31, 2011",JYOTI SINHA,,B.ED BSC(CHEM)(HONS),5,14,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2017",K.A.SINGH FOUNDATION
BRIJ DHAM VIDYA MANDIR,2131721,UTTAR PRADESH,MATHURA,ALLAHABAD,"VILLAGE - PALI DUNGRA, POST - SONKH, DISTT. - MATHURA",281123,,9412777659,,,bdvmmathura@gmail.com,,2010,"Apr 1, 2010",LATESH KUMAR,0,M.A. B.ED,5,10,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",SHRI SHYAMLAL JANKALYAN SEVA SHIKSHA SAMITI PALI DUNGRA SONKH MATHURA
GOVT GIRLS SR SEC SCHOOL,2764006,DELHI,,DELHI,SRINIWASPURI NEW DELHI,110065,,26914522,26100519,,ggsss65@gmail.com,,,"Apr 1, 1991",INDIRA SAGAR,2,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2016",DIRECTATE OF EDUCATION
GOENKA INTERNATIONAL SCHOOL,2430203,WEST BENGAL,BURDWAN,BHUBANESWAR,"NACHAN ROAD, KAMALPUR",713204,,9434019493,,,gis.durgapur@gmail.com,http://www.gisoet.org,2015,"Apr 7, 2015",SUBRATA CHATTOPADHYAY,,"M.SC., B.ED.",8,21,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",OM EDUCATION TRUST
EDU ASIA INTERNATIONAL SCHOOL,830580,KARNATAKA,RAICHUR,CHENNAI,SY.NO: 937/B BOLAMANDODDI ROAD.,584103,,08532240453,,,rahuleduasia@gmail.com,,2011,"Jul 2, 2011",BHAVANA M DIALANI,0,"BA, BED, PGHRM",6,12,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",GAYATRI EDUCATIONAL SOCIETY
SEVASADAN ENGLISH MEDIUM SCHOOL,1130690,MAHARASHTRA,PUNE,CHENNAI,"1410, PATWARDHAN BAUG, ERANDAWANE, SURVEY NO. 8 & 13, NEAR VAKIL NAGAR",411004,,25439263,,02024455538,ogale.radhika@yahoo.com,http://sevasadanschool.in,1997,"Jan 6, 1997",RADHIKA RANJAN OGALE,0,M.A. B.ED,17,25,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",PUNE    SEVASADAN    SOCIETY
AMALA  SCHOOL,930790,KERALA,KOTTAYAM,TRIVANDRUM,T.V. PURAM P.O. MOOTHEDATHUKAVU,686606,0562,211272,2571742,,shajiepaul@gmail.com,,1988,"Jun 1, 1988",FR SHAJI PAUL CMI,1,M.A. B.ED.,12,12,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",ELANKUTTUCHIRA CHARITABLE TRUST
DASHMESH PUBLIC SCHOOL,1631034,PUNJAB,BARNALA,PANCHKULA,MODEL TOWN H.NO.428,148108,,223433,,,meenubala883@gmail.com,,2000,"Mar 20, 2000",MEENU BALA,,"M.A.,B.ED.",12,12,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",THE BHAI GHANYAA EDUCATIONAL SOCIETY
MOTHERLAND PUBLIC SCHOOL,2130917,UTTAR PRADESH,SAHARANPUR,DEHRADUN,"RAMPUR MANIHARAN, SAHARANPUR, UTTAR PRADESH",247001,0485,252350,563305,01336252963,shalubhuryan@gmail,,1998,"Jul 13, 1998",SHALU KUMARI,2,M.A.B.ED.,3,10,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",CH.ROOP RAM SAMARAK EDUCATIONAL SOCIETY
DAFFODIL'S HOME SEC. SCHOOL,1820147,SIKKIM,,GUWAHATI,"DEVELOPMENT AREA,",737101,03595,207656;227656,253889,,sdhylma@yahoo.co.in,khanisirbongwestsikkim.in,1985,"Apr 30, 2014",SANDHYA LAMA GURUNG,1,"M.COM., B.ED",5,22,Secondary School,Provisional,"Apr 1, 2009","Mar 31, 2017",NAVODAYA VIDYALAYA SAMITI
GREEN FIELD PUBLIC SCHOOL,3530409,UTTARAKHAND,ALMORA,DEHRADUN,JAKHAN DEVI ALMORA,263601,,234464,,,,,2002,"Feb 4, 2002",SURINA CHAUDHARY,0,"M.SC., B.ED.",4,8,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2018",GREEN FIELD EDUCATIONAL AND WELFARE SOCIETY
MMSKV ENGLISH MEDIUM SCHOOL,931212,KERALA,ALAPPUZHA,TRIVANDRUM,"PALACHUVADU
PULIYOOR P.O
CHENGANNUR
ALAPPUZHA DIST
KERALA STATE",689510,,2464602,,,shanthamohan01@gmail.com,,2003,"Jun 4, 2003",K G SANTHAKUMARI,0,M.A. M.ED,20,38,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2018",MANNAM MEMORIAL EDUCATIONAL CHARITABLE SOCIETY
CHRIST MEMORIAL HIGHER SECONDARY SCHOOL,1030795,MADHYA PRADESH,BHOPAL,AJMER,BAIRAGARH BHOPAL,462030,,2641329,,07552641329,anita.bajpai@yahoo.co.in,,1974,"Jul 1, 2004",ANITA BAJPAI,1,"M.A., M.PHIL., B.E.M.S., B.ED.",12,6,Senior Secondary,Provisional,"Apr 1, 2018","Mar 31, 2023",CHRIST MEMORIAL EDUCATIONAL AND WELFARE SOCIETY
ARMY SCHOOL,280004,ASSAM,SONITPUR,GUWAHATI,SOLMARA TEZPUR DT- SONITPUR ASSAM,784001,03712,259109,03712259109,,as_tezpur@yahoo.com,,1994,"Jun 6, 2004",HEMANTA KUMAR SETH,1,"M.A PUB. ADMINISTRATION,B.ED,PGDCA",5,15,Senior Secondary,Provisional,"Apr 1, 2011","Mar 31, 2016",K.T.R TRUST
LITTLE STAR PUBLIC SCHOOL,2132151,UTTAR PRADESH,GHAZIABAD,DEHRADUN,"G-BLOCK, RAM PARK EXTN., LONI, GHAZIABAD",201102,,9899009554,,,tomarsp74@gmail.com,,2011,"Apr 2, 2012",SATYA PAL TOMAR,0,"M.A., B.ED",8,13,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",LITTLE STAR ACADEMY SOCIETY
H. D. PUBLIC SCHOOL,531094,HARYANA,ROHTAK,PANCHKULA,V & PO BALAND DISTT. ROHTAK (HARYANA),124029,,8607777123,,01262250088,hdpsbaland@gmail.com,,2011,"Apr 1, 2011",J K BHOI,0,M.A.  B.ED.,4,19,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019","B.M.EDUCATION SOCIETY, BALAND (ROHTAK) HARYANA"
RAMJAS SCHOOL,2730049,DELHI,WEST DELHI,DELHI,PUSA ROAD NEW DELHI,110005,011,25767358;25813523,25591893,25813523,mohinibindra@hotmail.com,,1971,"Jul 9, 2003",MOHINI BINDRA,2,-,15,25,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",RAMJAS FOUNDATION
GOVT BOYS SEC SCHOOL,2754091,DELHI,,DELHI,D D A FLATS PHASE II KALKAJI NEW DELHI,110019,011,26027204,26833540,,raksgh@gmail.com,,1996,"Apr 1, 1991",RAKESH KUMAR SINGH,2,M. SC CHEM B.ED,5,20,Secondary School,Provisional,"Apr 1, 2009","Mar 31, 2019",DIRECTATE OF EDUCATION
"AXEL PUBLIC SCHOOL, LOKHRA,GUWAHATI, ASSAM",230102,ASSAM,KAMRUP,GUWAHATI,"AXEL PUBLIC SCHOOL,PO-LOKHRA, VILL- LOKHRA, PS-BASISTHA",781034,0477,2228951,260110,,montigogoichoudhury@gmail.com,http://www.axelpublicschool.com,2002,"Jan 2, 2002",MONTI GOGOI CHOUDHURY,2,"MA, BED.",7,10,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2017",AXEL PUBLIC SOCIETY
ST XAVIER'S HIGH SCHOOL,2131074,UTTAR PRADESH,AZAMGARH,ALLAHABAD,AILWAL AZAMGARH,276001,,246643,,,nileshramkrishna@rediffmail.com,,2007,"Apr 28, 2000",NILESH SRIVASTAVA,1,"M.A., B.ED., CNIIT",1,8,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",ST. XAVIER'S EDUCATIONAL SOCIETY
VIDYAVARDHAKA SANGHA B M SRI EDUCATIONAL INSTITUTIONS,830225,KARNATAKA,MYSORE,CHENNAI,"P-20, III CROSS, KUVEMPUNAGAR",570023,0821,2561267,28562544,08350280145,padminiramsesh91@gmail.com,http://www.triveni.org,2007,"Jun 2, 2007",K S PADMINI,2,M.SC.B.ED,3,5,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2020",TRIVENI SHIKSHANA SAMSTE
CHANDRASEKHAR ENGLISH MEDIUM SCHOOL,1530233,ODISHA,KEONJHAR,BHUBANESWAR,"AT-RAMLA,PO-CHAMPUA",758041,,211256,,06767211256,principal@cemschool.org,http://www.chandrasekharenglishmediumschool.com,2011,"Mar 9, 2011",LAXMIDHAR MOHARANA,,"MA,BED(CTET)",6,10,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",CHANDRASEKHAR ENGLISH MEDIUM SCHOOL
RAMAEESH INTERNATIONAL SCHOOL,2130532,UTTAR PRADESH,GAUTAM BUDH NAGAR,DEHRADUN,3  INSTITUTIONAL AREA KASNA ROAD GREATER NOIDA UTTAR PRADESH,201310,0120,2322658;5326308,2322658,,shikhasingh05@yahoo.in,,2000,"Jul 26, 2017",SHIKHA SINGH,2,M.A. B.ED.,8,15,Senior Secondary,Provisional,"Jul 26, 2017","Jul 26, 2017",RAMAEESH CHARITABLE TRUST
PEARL CENTRAL ACADEMY,1730718,RAJASTHAN,JAIPUR,AJMER,"RAILWAY STATION ROAD BASSI, JAIPUR",303301,,226707,,,ajaysaxena.saxena5@gmail.com,,2003,"Jul 1, 2003",AJAY KUMAR SAXENA,0,BSC. BED.,5,8,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2018",VIDHYA SAGAR SHIKSHA SAMITI
"MOUNT LITERA ZEE SCHOOL, SILVER OAK ENCLAVE LOHARKA ROAD, AMRITSAR",1630988,PUNJAB,AMRITSAR,PANCHKULA,"SILVER OAK ENCLAVE, LOHARKA ROAD,",143001,,6542890,,,principal@mountliteraamritsar.com,,2015,"Apr 1, 2015",RUPINDER KAUR,,"M.A., B.ED.",9,12,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019","KAD EDUCATIONAL SOCIETY, SILVER OAK ENCLAVE, LOHARKA ROAD, AMRITSAR"
GOVT SARVODAYA GIRLS SR SEC SCHOOL,2762053,DELHI,,DELHI,KHAJURI KHAS DELHI DELHI,110094,011,22969709,23232312,,promilarani1@gmail.com,,1990,"Apr 1, 1991",PROMILA RANI,1,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",DELHI ADMINISTRATION
E.C. RAILWAY INTER COLLEGE,380007,BIHAR,,PATNA,"GARHARA P.O . GARHARA.P.S. BARAUNI, BEGUSARAI ,BIHAR",790115,04672,208666,234261,,,,1971,"Apr 1, 1991",,0,,,,Senior Secondary,Provisional,"Apr 1, 2018","Mar 31, 2020",D P I
JAWAHAR NAVODAYA VIDYALAYA,1540029,ODISHA,BARGARH,BHUBANESWAR,P O PAIKMAL DISTT BARGARH ORRISA,768039,6684,4211782,,,sobhanbabu2007@gmail.com,,1992,"Jul 2, 2007",T SOBHAN BABU,1,,,,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2016",SOCIETY OF THE CATHOLIC APOSTOLATE
SPRING BELLS DAY BOARDING SENIOR SECONDARY SCHOOL,1631203,PUNJAB,LUDHIANA,PANCHKULA,"STREET NO. 2, CHANDER NAGAR, ZINATH COLONY",141001,,9417148849,,,springbells@yahoo.com,http://www.springbellsschool.com,2006,"Apr 3, 2006",SUKRITI,,M.A; B.ED,2,6,Senior Secondary,Provisional,"Jan 4, 2017","Mar 31, 2020",SRI MAHESH DASS MEMORIAL EDUCATIONAL SOCIETY
SAINT SOLDIER MODERN SR SEC SCHOOL,1630857,PUNJAB,GURDASPUR,PANCHKULA,"D.B.N. ROAD, GURDASPUR CITY",143521,,242265,,,principal.harjit@gmail.com,,2001,"Apr 1, 2002",HARJIT SINGH,0,"M.SC, B.ED",13,13,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022","MANAGING COMMITTEE, SAINT SOLDIER MODERN SR SEC SCHOOL"
"SRI RAM KRISHAN DAV PUBLIC SCHOOL,",3430320,JHARKHAND,GIRIDIH,PATNA,VIVEKANAND MARG SURIYA,825320,,7282000761,,,davsuriya@gmail.com,,2010,"Jul 1, 2010",ARUN KUMAR JHA,0,"M.A., B.ED.",3,14,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2020","DAV COLLEGE MANAGING COMMITTEE, NEW DELHI"
"DAV PUBLIC SCHOOL,",330333,BIHAR,ROHTAS,PATNA,"DEHRI-PATNA ROAD, DALMIYANAGAR",821305,,4221650,,,davdehri163@gmail.com,,2003,"Apr 2, 2003",BASKI PRASAD,0,M.A. B.ED.,7,10,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",DAV COLLEGE MANAGING COMITTEE
PREET PUBLIC SEC SCHOOL,2730202,DELHI,EAST DELHI,DELHI,"C-48 LAL KOTHI PREET VIHAR, DISTT EAST DELHI, DELHI",110092,0288,22418808,22712032,,veena.pps@gmail.com,,1980,"Apr 2, 1980",VEENA KUMARI,2,"MA, BED",30,15,Senior Secondary,Provisional,"Apr 1, 2011","Mar 31, 2016",PREET VIHAR EDN. SOCIETY
GOVT BOYS SR SEC SCHOOL,2754001,DELHI,,DELHI,HARI NAGAR ASHRAM NEW DELHI,110014,011,1126342692,9868834633,,ksdhama15@gmail.com,,1986,"Apr 1, 1991",KATAR SINGH DHAMA,1,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2017",DELHI ADMN
HOLY CHILD SCHOOL,530030,HARYANA,KURUKESHTRA,PANCHKULA,"SECT-13, KURUKSHETRA, HARYANA",136118,01744,4220555,,,holychildschool255@rediffmail.com,,,,PRAVEEN BHATNAGAR,1,,,,Secondary School,Provisional,"Apr 1, 1996","Mar 31, 1999",
B.K. BIRLA PUBLIC SCHOOL,1130054,MAHARASHTRA,THANE,CHENNAI,"BIRLA COLLEGE ROAD, KALYAN,DISTT. THANE , MAHARASHTRA-421 304",421304,009771,2230623,330088,331690,ranjnajangra@gmail.com,,1978,"Jun 16, 2011",RANJNA JANGRA,1,"MA,B.ED,B.LIB.INFO SC.",13,13,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021","KALYAN CITIZES EDN. SOCIEY , KALYAN"
