id,rated,turns,victory_status,winner,increment_code,opening_name
PcXdgcJJ,TRUE,92,mate,black,10+0,Ruy Lopez: Cozio Defense
XGG3VNC9,TRUE,47,mate,white,10+0,Italian Game: Two Knights Defense |  Knight Attack
n1hgevhj,TRUE,56,resign,black,10+0,Petrov's Defense #2
q5P7mAB4,TRUE,48,resign,white,10+0,Bishop's Opening
sl4N6t22,TRUE,124,resign,black,10+0,Polish Opening
DhoFXYNH,TRUE,49,mate,white,10+0,Scotch Game: Classical Variation
q6FmC8Id,TRUE,64,resign,black,10+0,Sicilian Defense: Najdorf Variation
2CvZyh4h,TRUE,29,resign,white,10+0,Italian Game: Classical Variation #2
Psin3ost,TRUE,45,resign,white,10+0,Italian Game
AaSSYIy6,TRUE,96,resign,black,10+0,King's Gambit Accepted |  Fischer Defense
0lWtXgXo,TRUE,92,resign,black,10+0,Bishop's Opening
IC0EFtA5,TRUE,40,mate,black,10+0,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
L8gPU593,TRUE,123,mate,white,10+0,Italian Game: Giuoco Piano |  Aitken Variation
0PVGpBvD,TRUE,129,mate,white,10+0,King's Indian Attack: Symmetrical Defense
2icRDIZI,TRUE,120,mate,black,10+0,Gruenfeld Defense: Three Knights Variation |  Hungarian Attack
ktRhE4Ky,TRUE,71,draw,draw,10+0,Italian Game: Anti-Fried Liver Defense
5AYA7mBv,TRUE,97,mate,white,10+0,French Defense: Knight Variation
qGThbTuM,TRUE,60,resign,white,10+0,Indian Game
pLR3kRgy,TRUE,57,resign,white,10+0,Sicilian Defense: Smith-Morra Gambit Declined |  Push Variation
EdKqO9z1,TRUE,38,resign,white,5+7,Caro-Kann Defense: Advance Variation
sAjNrfSm,TRUE,111,resign,white,8+0,Scotch Game: Haxo Gambit
BON8sFeZ,TRUE,119,resign,black,10+0,East Indian Defense
PREaBSqk,TRUE,33,mate,white,10+0,Philidor Defense
CmAh08GF,TRUE,32,resign,white,10+0,Blumenfeld Countergambit #2
FpZiajAh,TRUE,96,resign,black,15+0,Center Game: Berger Variation
uFREIMDF,TRUE,92,draw,draw,8+10,Zukertort Opening: Queenside Fianchetto Variation
4Wozw7Zh,TRUE,64,resign,black,8+2,Queen's Pawn Game #2
GIoSZf5k,TRUE,10,resign,black,5+5,King's Gambit Accepted |  King's Knight Gambit
9r2yzwRq,TRUE,85,resign,white,20+8,Reti Opening: Reti Accepted
e4UoYNOg,TRUE,40,resign,black,10+0,Sicilian Defense: Najdorf Variation
sn4zdyQb,TRUE,58,resign,black,10+0,Scandinavian Defense
ppPlxT3Q,TRUE,26,outoftime,black,15+15,Nimzo-Larsen Attack: Modern Variation
D0idNTxu,TRUE,4,outoftime,black,15+15,King's Knight Opening
yTbYtCF6,TRUE,118,mate,black,10+0,King's Pawn Game: Nimzowitsch Defense
AEIBxJhK,TRUE,11,mate,white,15+15,Van't Kruijs Opening
mwcADhNn,TRUE,163,outoftime,draw,10+0,English Opening: King's English Variation
ygHSZzNE,TRUE,95,mate,white,10+0,Nimzowitsch Defense: Mikenas Variation
9MESu3hH,TRUE,37,resign,black,10+0,Queen's Pawn Game: Chigorin Variation
tBXOrjlO,TRUE,101,mate,white,10+2,Center Game #2
J5DYrnEf,TRUE,80,outoftime,black,10+0,French Defense: Pelikan Variation
o5ZRUXrY,TRUE,78,resign,black,10+0,Van't Kruijs Opening
e5CGewyU,TRUE,89,outoftime,draw,10+0,French Defense: Mediterranean Defense
fV2cuf3p,TRUE,42,mate,black,10+0,Queen's Pawn Game: Chigorin Variation
baOLL2ej,TRUE,8,outoftime,black,10+0,Ponziani Opening: Romanishin Variation
tHHd8ejz,TRUE,101,outoftime,white,10+0,King's Pawn Game: Wayward Queen Attack
E9Es660b,TRUE,65,outoftime,white,10+0,Queen's Pawn Game: Zukertort Variation
0Hl7FLEs,TRUE,60,mate,black,10+0,Queen's Pawn Game: Symmetrical Variation
6pOeX4hN,TRUE,71,draw,draw,10+0,Queen's Pawn Game: Mason Attack
zALflmF8,TRUE,44,resign,black,10+0,Queen's Pawn Game: Chigorin Variation
F8euV2Zp,TRUE,20,resign,black,10+0,Queen's Pawn Game: Chigorin Variation
VC0euQZC,TRUE,41,resign,white,10+0,King's Knight Opening
F0rtsvLh,TRUE,40,resign,black,10+0,Scandinavian Defense
vI6soB0y,TRUE,27,resign,white,25+25,Philidor Defense: Exchange Variation #2
RHqtUgcA,TRUE,59,resign,black,15+10,Van't Kruijs Opening
pCdIqYQn,TRUE,19,mate,white,10+0,Owen Defense
7DyaFpEQ,TRUE,50,mate,black,10+0,Hungarian Opening
gDy9stbN,TRUE,34,resign,black,10+0,Ruy Lopez: Closed Variations |  Rosen Attack
4C9wlcMh,TRUE,15,mate,white,5+8,Owen Defense
J2JnXESd,TRUE,52,resign,black,5+8,Van't Kruijs Opening
fYXWmMQo,TRUE,65,mate,white,5+8,Owen Defense
0izXEQL0,TRUE,67,resign,white,10+0,Philidor Defense #3
C7ZN9Vt6,TRUE,31,resign,black,5+5,Sicilian Defense: French Variation
nXAMBzZC,FALSE,130,mate,black,8+0,French Defense #2
PDmTWzdY,TRUE,125,mate,white,8+0,French Defense: Exchange Variation
l33LvAGO,TRUE,76,resign,black,15+5,French Defense: Knight Variation
VVMmBXVj,TRUE,121,resign,white,15+5,Torre Attack #2
J7LsFrHs,FALSE,53,resign,white,30+0,Queen's Pawn Game: Zukertort Variation
nrOeTNGE,TRUE,116,outoftime,black,16+0,French Defense: Advance Variation |  Paulsen Attack
o8It5NwS,FALSE,47,resign,white,25+0,Creepy Crawly Formation: Classical Defense
KYR2S7f1,FALSE,53,resign,white,25+0,Queen's Pawn Game: Mason Attack
lUfS2I5H,FALSE,76,mate,black,25+0,Creepy Crawly Formation: Classical Defense
9GK7Wbwa,TRUE,110,draw,draw,15+10,Italian Game: Giuoco Pianissimo |  Normal
RQKVDRu3,TRUE,67,mate,white,15+3,Sicilian Defense: Accelerated Dragon |  Modern Variation
gzD3S9qf,TRUE,17,resign,white,30+5,Elephant Gambit
aqIy0Ek9,TRUE,39,mate,white,25+15,Nimzo-Larsen Attack: Classical Variation
F9LhXEvk,TRUE,94,resign,black,30+0,French Defense: Tarrasch Variation
scqVJjj2,TRUE,37,resign,white,10+10,Nimzo-Indian Defense: Ragozin Variation
BoBZJpRS,TRUE,37,mate,white,20+0,Caro-Kann Defense: Exchange Variation
5VAOl0rA,FALSE,34,resign,white,15+15,Caro-Kann Defense: Hillbilly Attack
TMNMnaD7,FALSE,41,outoftime,white,10+0,Caro-Kann Defense: Advance Variation
ERl5w1Lb,FALSE,30,resign,black,15+7,Latvian Gambit
XLvG0Fxw,TRUE,51,resign,white,10+0,Global Opening
kI6eU49k,TRUE,79,mate,white,10+0,King's Gambit Accepted |  Bishop's Gambit |  Lopez Defense
wbR4KA2i,TRUE,83,resign,white,10+0,King's Gambit Accepted |  Bishop's Gambit
eTcONlGD,TRUE,14,resign,black,8+8,Italian Game: Two Knights Defense
AFrSI2mE,TRUE,21,resign,white,10+0,Alekhine Defense: Scandinavian Variation
Of7utwYA,TRUE,47,resign,white,10+0,Alekhine Defense
MbJQrZqR,TRUE,38,resign,white,10+0,Horwitz Defense
57CfXLeQ,TRUE,34,resign,black,10+0,Modern Defense: Geller's System
6jtIjE2R,TRUE,39,resign,white,10+0,Alekhine Defense
jsfpSHaf,TRUE,43,resign,white,5+9,Queen's Pawn Game: Mason Attack
CPDDgugd,TRUE,41,mate,white,5+8,Caro-Kann Defense: Accelerated Panov Attack
RXnpG2TZ,TRUE,49,resign,white,16+7,Queen's Pawn Game: Mason Attack
FgNBqN3z,TRUE,38,outoftime,black,10+10,Alekhine Defense: Scandinavian Variation
ploTbJ6s,TRUE,70,outoftime,black,5+5,Scandinavian Defense: Modern Variation #2
hbxnJvqu,TRUE,48,resign,black,10+0,Indian Game: East Indian Defense
eZH6krXF,TRUE,50,resign,black,10+0,French Defense: Steinitz Variation #2
qKXrw2ki,TRUE,57,resign,white,10+0,Trompowsky Attack
FhfFRSoX,TRUE,148,outoftime,draw,10+0,Queen's Pawn Game: Mason Attack
EHmTVpmX,TRUE,62,mate,black,10+7,Scandinavian Defense: Modern Variation #2
XUuJhAEP,TRUE,29,resign,white,10+0,Dutch Defense
1CEn79ih,TRUE,52,mate,black,10+0,Scandinavian Defense: Panov Transfer
EHODQ73d,TRUE,26,mate,black,10+0,Scandinavian Defense: Panov Transfer
Wt4pO0yV,TRUE,59,resign,black,10+0,Englund Gambit
37DIkyQP,TRUE,2,draw,draw,10+0,Scandinavian Defense
BThm18qK,TRUE,195,draw,draw,10+0,London System
IgqWb3wU,TRUE,56,resign,black,10+0,Scandinavian Defense: Modern Variation #2
TAdphcbm,TRUE,40,resign,black,10+0,Modern Defense
63lPam9c,TRUE,31,mate,white,10+0,English Opening: Caro-Kann Defensive System
I400IkFs,TRUE,60,resign,black,10+0,Indian Game
Q9Bk2G35,TRUE,45,resign,white,10+0,Queen's Pawn Game: Mason Attack
irRJlNd6,TRUE,63,draw,draw,5+8,Dutch Defense: Fianchetto Attack
bubeMcp6,TRUE,17,resign,white,10+0,Queen's Pawn Game: London System
pxoOFfHH,TRUE,34,resign,white,10+0,Alekhine Defense
Av8udV1F,TRUE,36,mate,black,10+0,Indian Game
RIrGfA5F,TRUE,62,mate,black,10+0,Alekhine Defense: Modern Variation |  Main Line
GlTzWj5E,TRUE,46,draw,draw,7+5,Scandinavian Defense
lFN4Gvv1,TRUE,34,resign,black,10+0,Indian Game
cJRIpA0K,TRUE,38,resign,white,5+5,French Defense: Knight Variation
4u0MUqHf,TRUE,107,resign,white,5+5,Philidor Defense: Hanham Variation
68pMrUFp,TRUE,42,resign,black,5+5,Sicilian Defense #2
hz2R5AX6,TRUE,35,resign,white,5+5,French Defense: Pelikan Variation
ZbjPJQvo,TRUE,122,mate,black,5+5,French Defense: Schlechter Variation
rbcpm9pr,TRUE,71,mate,white,5+5,Sicilian Defense: Chekhover Variation
3fubUQ1L,TRUE,42,resign,black,5+5,Modern Defense: Mongredien Defense #2
QYc8zif6,TRUE,2,outoftime,black,5+5,Queen's Pawn Game
afXDSWwS,TRUE,11,resign,white,5+5,Slav Defense
kzO8xpo0,TRUE,54,resign,black,5+5,Pirc Defense: Classical Variation
lfKoLKHr,TRUE,58,resign,white,5+5,Modern Defense: Three Pawns Attack
DcNnJYPu,TRUE,42,resign,black,5+5,King's Gambit Declined |  Queen's Knight Defense
4ohxsOYi,TRUE,116,draw,draw,5+5,Modern Defense
nBIWZ8Fi,TRUE,74,mate,black,5+5,English Opening: Great Snake Variation
IIlpa2I0,TRUE,54,mate,black,5+5,Horwitz Defense
Fl7n8wyn,TRUE,85,resign,white,5+5,English Opening: Anglo-Indian Defense
kATFCmb6,TRUE,38,resign,black,5+5,Sicilian Defense: Kan Variation |  Wing Attack
8BHaVwSf,TRUE,41,resign,white,5+5,French Defense: Knight Variation
JHs2yQVf,TRUE,121,mate,white,5+5,Sicilian Defense: Chekhover Variation
WOwzREnN,TRUE,30,resign,black,5+5,French Defense: Knight Variation
vCxVnALT,TRUE,64,resign,black,10+3,Queen's Pawn Game #2
BAKj62Jt,TRUE,15,mate,white,10+3,Danish Gambit Accepted |  Classical Defense
IhPROx4l,TRUE,40,resign,black,10+3,Mieses Opening
FEAnKMLP,TRUE,128,draw,draw,10+3,Carr Defense
wwF013vq,TRUE,48,resign,black,10+3,Polish Opening
UVCNEXse,TRUE,51,mate,white,10+3,French Defense: Mediterranean Defense
YeWcT5XP,TRUE,71,resign,black,5+5,French Defense #2
mOQE6k1N,TRUE,60,resign,white,5+5,Queen's Pawn Game: Zukertort Variation
nIQ2d4S6,TRUE,58,mate,black,5+5,Horwitz Defense
PRsV872Z,TRUE,60,resign,black,5+5,Bird Opening: Dutch Variation
TQOTfC0X,TRUE,40,resign,white,5+5,English Opening: Great Snake Variation
XA0DImut,TRUE,29,outoftime,white,5+5,English Opening: Caro-Kann Defensive System
SBB7hpZn,TRUE,98,resign,black,5+5,English Opening: Anglo-Indian Defense
9LBbJAy5,TRUE,71,resign,black,5+5,French Defense: Marshall Variation
jkBe42CV,TRUE,135,draw,draw,5+5,English Opening: Great Snake Variation
Z9FnkzxR,TRUE,34,mate,black,5+5,French Defense: Exchange Variation
rt1IFgnN,TRUE,60,mate,black,5+5,French Defense: Tarrasch Variation |  Open System
m6bOuo2a,TRUE,47,resign,black,5+5,English Opening: Symmetrical Variation |  Normal Variation
d79KE45O,TRUE,23,resign,white,5+5,Queen's Gambit Refused: Albin Countergambit |  Normal Line
VzLpYJ1R,TRUE,78,mate,black,5+5,English Opening: Symmetrical Variation
wLCl9YNn,TRUE,35,mate,white,5+5,King's Indian Defense
RSsb4wYF,TRUE,53,resign,white,5+5,King's Indian Attack
lm8AKQIn,TRUE,120,mate,black,5+5,English Opening: Caro-Kann Defensive System
uiJ5thnm,TRUE,41,mate,white,5+5,English Opening: Agincourt Defense
GHlw6n8z,TRUE,42,resign,black,15+15,Slav Defense: Bonet Gambit
yLhzi5Dd,TRUE,63,resign,white,15+2,Queen's Pawn Game: Torre Attack
brPQOL4Y,FALSE,23,resign,black,15+2,Queen's Gambit Refused: Marshall Defense
gH21a6oq,TRUE,32,resign,black,10+0,Queen's Gambit Accepted: Old Variation
giix8ieL,FALSE,73,resign,white,15+2,Queen's Gambit Declined: Queen's Knight Variation
Un8lFrlI,TRUE,90,resign,black,15+15,Queen's Gambit Declined: Modern Variation
xNeUwMhV,TRUE,41,mate,white,15+15,Sicilian Defense: Canal Attack |  Main Line
ckyHRYkd,TRUE,43,resign,white,15+2,Queen's Gambit Refused: Marshall Defense
qRI4whmd,TRUE,38,resign,black,15+2,Benoni Defense: Classical Variation |  Main Line
fE1B5wMl,TRUE,41,mate,white,15+2,Queen's Gambit Accepted: Old Variation
pbX2HMso,TRUE,84,resign,black,15+2,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2
TVcCQzD5,TRUE,56,resign,black,15+2,Nimzo-Larsen Attack: Modern Variation #4
KYsVM4yI,TRUE,30,resign,black,15+2,Semi-Slav Defense: Accelerated Move Order
e4kFuJQ9,FALSE,6,resign,white,40+20,Italian Game
5FPLsNja,TRUE,67,resign,white,15+2,King's Pawn Game: Wayward Queen Attack
uBwEbVAF,TRUE,56,resign,black,15+2,Queen's Gambit Accepted: Old Variation
7sZ6ADlB,TRUE,103,resign,white,15+2,Ponziani Opening: Jaenisch Counterattack
1iCdDMNl,TRUE,40,mate,black,15+2,Queen's Gambit Accepted: Old Variation
8lPSOnVV,TRUE,52,resign,black,15+2,Queen's Gambit Declined: Queen's Knight Variation
YQvHXNdq,TRUE,57,draw,draw,15+2,Queen's Gambit Declined: Exchange Variation |  Positional Variation
BHUzGb7V,TRUE,23,resign,white,15+2,Englund Gambit Declined |  Reversed French
W3fUpxff,TRUE,39,mate,white,15+2,Queen's Gambit Accepted: Old Variation
eCQSU6WF,TRUE,52,resign,black,15+2,Queen's Gambit Refused: Albin Countergambit
sOofcpg2,TRUE,41,resign,white,15+2,Queen's Gambit Accepted: Rosenthal Variation
stoudusq,TRUE,33,resign,white,15+15,Scotch Game
Q8AA3Qby,TRUE,58,resign,black,15+15,Queen's Pawn Game: Chigorin Variation
R9lE5mr6,TRUE,31,mate,white,15+15,Scandinavian Defense: Mieses-Kotroc Variation
KKoEd9W4,TRUE,15,resign,white,15+15,Four Knights Game: Italian Variation
AFBQ040C,TRUE,32,resign,black,15+15,Italian Game: Hungarian Defense
jRosMYvP,TRUE,45,resign,white,10+0,Center Game
47I7Smmy,TRUE,25,resign,white,10+0,Ruy Lopez: Morphy Defense |  Caro Variation
mjeeolDf,TRUE,15,resign,white,15+15,Russian Game: Three Knights Game
bn6tE2Gy,TRUE,62,resign,black,15+15,Caro-Kann Defense: Classical Variation
SQz0aocr,TRUE,59,resign,white,15+15,Italian Game: Classical Variation |  Center Attack
9bpYNzjf,TRUE,51,resign,white,15+15,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation
faXIXTIb,TRUE,22,resign,black,15+15,Queen's Pawn Game
BvcCXIJt,TRUE,27,resign,white,10+0,Philidor Defense
FH8TvLSY,TRUE,34,resign,black,15+15,Ruy Lopez: Berlin Defense #2
99ONvKAR,TRUE,79,outoftime,white,10+0,Ruy Lopez: Morphy Defense |  Graz Variation
ukTTpK9V,TRUE,73,resign,white,15+15,Italian Game: Classical Variation |  Giuoco Pianissimo
XwMJo8Hb,TRUE,74,mate,black,10+0,Hungarian Opening
Wxgi9dv0,TRUE,92,resign,black,10+0,Ruy Lopez: Morphy Defense |  Caro Variation
zijw7opz,TRUE,26,resign,black,15+15,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
5XspUzEQ,TRUE,40,mate,black,15+15,Giuoco Piano
mF8Y8wMD,TRUE,77,resign,white,10+0,King's Pawn Game: Macleod Attack
0iDlMyOe,TRUE,58,resign,black,15+15,Ruy Lopez: Classical Variation
S6w3WP4J,TRUE,51,mate,white,15+15,Ruy Lopez: Morphy Defense |  Graz Variation
dMKJGAdC,TRUE,73,outoftime,white,10+0,Italian Game: Classical Variation #2
XRepUkbo,TRUE,50,mate,black,15+15,Queen's Pawn Game: Zukertort Variation
8qrohlbN,TRUE,52,resign,black,15+15,Petrov's Defense
YjfJDGGF,TRUE,11,mate,white,15+15,Bishop's Opening: Boi Variation
z3qhi0Bd,TRUE,61,resign,white,15+15,Scotch Game
mN4q9WaV,TRUE,19,resign,white,15+15,Russian Game: Three Knights Game
o2qYkjN6,TRUE,51,resign,white,15+15,Italian Game: Two Knights Defense |  Modern Bishop's Opening
KCGLwr8V,TRUE,12,resign,black,15+15,Queen's Pawn Game: Chigorin Variation
x1WIDEZK,TRUE,86,draw,draw,15+15,Italian Game
snYK1vb6,TRUE,27,mate,white,15+15,French Defense: Normal Variation
tCGqQulN,TRUE,86,mate,black,15+15,King's Pawn Game: Leonardis Variation
d8WlBOrX,TRUE,61,mate,white,15+15,Elephant Gambit: Paulsen Countergambit
pWKk30rV,TRUE,53,mate,white,15+15,King's Pawn Game: Leonardis Variation
wQrRnpIt,TRUE,50,mate,black,15+15,Van't Kruijs Opening
qFF2fQKT,TRUE,16,resign,white,15+15,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit
3hcX07ip,TRUE,110,outoftime,black,10+0,French Defense: Two Knights Variation
bg6UbBVr,TRUE,45,mate,white,15+15,Three Knights Opening
qful43xo,TRUE,93,mate,white,15+15,Russian Game: Three Knights Game
tSsmRu5M,TRUE,105,resign,white,15+15,Vienna Game: Falkbeer Variation
FdDUEr14,TRUE,60,resign,black,15+15,Giuoco Piano
KNp9mDXB,TRUE,58,mate,black,15+15,Ruy Lopez
SdKFE3PV,TRUE,65,mate,white,15+15,Four Knights Game: Spanish Variation
6eguvCWU,TRUE,56,mate,black,15+15,Philidor Defense
BLTfqEmu,TRUE,64,resign,black,15+15,Goldsmith Defense: Picklepuss Defense
x0M9UzvX,TRUE,4,resign,black,15+15,Ware Opening
HDH18gtj,TRUE,58,resign,black,10+0,Modern Defense: Standard Defense
lHNSzBps,TRUE,34,resign,black,10+0,Sicilian Defense: Closed Variation
PyEpiSJp,FALSE,101,resign,white,10+0,English Opening: Anglo-Scandinavian Defense |  Schulz Gambit
yyxv1Rvw,FALSE,35,resign,black,10+0,Sicilian Defense: Grand Prix Attack
15LAUrJ2,FALSE,54,resign,black,10+0,English Opening: Anglo-Indian Defense
A7XDlKwD,FALSE,116,resign,black,10+0,Nimzo-Larsen Attack: English Variation
ihRvX5OV,TRUE,115,mate,white,10+0,Indian Game
ZYvbvpag,TRUE,48,draw,draw,10+0,Scandinavian Defense: Marshall Variation
BnUS7DQe,TRUE,56,draw,draw,10+0,Scandinavian Defense
W8zaOGXs,TRUE,54,resign,black,10+0,Nimzo-Larsen Attack: Classical Variation
TpxYFubZ,TRUE,37,resign,white,10+0,Pirc Defense: Austrian Attack |  Unzicker Attack
N7FMrhyD,TRUE,81,resign,white,10+0,Nimzo-Larsen Attack
leveeyFX,TRUE,45,resign,white,10+0,Bird Opening
cRu3Kf1o,TRUE,161,mate,white,10+0,Nimzo-Larsen Attack: English Variation
gShSMXDR,TRUE,88,resign,black,10+0,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
NYlPGBFO,TRUE,148,draw,draw,10+0,Scandinavian Defense: Modern Variation #2
brC35BxF,TRUE,119,mate,white,10+0,Nimzo-Larsen Attack: Classical Variation
fwGfUhX6,TRUE,60,resign,black,10+0,Budapest Defense: Adler Variation
h0irlyP1,TRUE,34,mate,black,10+0,Scandinavian Defense: Icelandic-Palme Gambit
eliy5ecl,TRUE,94,resign,black,10+0,Scandinavian Defense: Icelandic-Palme Gambit
3sNZxnJZ,TRUE,122,mate,black,10+0,Scandinavian Defense: Modern Variation
fFfNpkab,TRUE,44,resign,black,10+0,Nimzo-Larsen Attack: Symmetrical Variation
k8bpLGVX,TRUE,26,resign,black,10+0,Nimzo-Larsen Attack: Modern Variation #4
inhWg7LE,TRUE,116,resign,black,10+0,Scandinavian Defense: Modern Variation #2
s8b6pWX3,TRUE,31,resign,white,10+0,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
FGUuHBIN,TRUE,133,mate,white,10+0,King's Indian Defense: Normal Variation |  Rare Defenses
FfPQwkyj,FALSE,65,resign,white,5+5,Sicilian Defense: Closed
jTvyCsWT,FALSE,62,mate,black,5+5,Reti Opening
qn5XNlhr,FALSE,62,resign,black,5+5,French Defense: Normal Variation
eJgE3AVx,FALSE,42,mate,black,5+5,Zukertort Opening: Slav Invitation
YNQ5pxFn,FALSE,42,resign,black,5+5,Alekhine Defense
WQTHwpKc,FALSE,158,draw,draw,5+5,London System
ndZRhK6w,FALSE,31,resign,white,5+5,Scandinavian Defense: Marshall Variation
RkhniADk,FALSE,46,resign,black,5+5,English Opening: Anglo-Indian Defense |  King's Indian Formation
y9jJdqti,FALSE,20,resign,black,5+5,Caro-Kann Defense: Alekhine Gambit
yC4TNsVZ,FALSE,73,mate,white,10+5,Ruy Lopez: Morphy Defense |  Caro Variation
sfAQRL4r,FALSE,35,mate,white,11+5,Scandinavian Defense: Mieses-Kotroc Variation
73yrL8pJ,FALSE,71,outoftime,white,10+0,Italian Game: Giuoco Pianissimo
TWpQfwRs,FALSE,46,resign,white,11+5,Four Knights Game: Spanish Variation
33CuQ7Wv,FALSE,52,resign,black,10+5,Four Knights Game: Spanish Variation |  Classical Variation
H8ZbC9Nb,TRUE,52,outoftime,black,10+0,Ruy Lopez
c97bIIYV,TRUE,70,outoftime,black,10+0,Sicilian Defense
nQNTkDIK,FALSE,49,resign,white,10+15,Slav Defense: Czech Variation
YcFsnSyR,TRUE,75,resign,white,10+0,Sicilian Defense
3zUeArOl,TRUE,61,mate,white,10+0,Sicilian Defense
YDr0Gbb8,FALSE,41,resign,white,10+10,Philidor Defense: Exchange Variation
bkePgHvV,FALSE,46,resign,black,10+10,Richter-Veresov Attack
1Rb8zwjl,FALSE,53,mate,white,10+5,Blackmar-Diemer Gambit: Teichmann Variation
zJiScU54,TRUE,52,mate,black,10+0,Queen's Gambit Accepted
Z4SG1Ob7,TRUE,36,resign,black,10+0,French Defense: Knight Variation
8MfLGOXL,TRUE,64,resign,black,10+0,Slav Defense #2
JAAIwQEV,TRUE,65,resign,white,15+15,Franco-Benoni Defense
DDTJ3Yeo,TRUE,71,resign,white,15+15,French Defense: Advance Variation |  Paulsen Attack
hn1NqGaN,TRUE,50,resign,black,15+15,Robatsch (Modern) Defense
33xKIuG7,TRUE,54,mate,black,15+15,Benoni Defense: King's Pawn Line
tKZv5wGC,TRUE,76,mate,black,15+15,French Defense: Advance Variation #2
c2WR287x,TRUE,61,resign,white,15+15,French Defense: Advance Variation
MIapptBf,TRUE,53,resign,white,15+15,Queen's Gambit Declined
J2GvS4LK,TRUE,24,resign,black,15+15,French Defense: Tarrasch Variation |  Open System |  Suechting Line
Sfay2hYj,TRUE,64,mate,black,10+2,Scandinavian Defense
wytBeWQ0,TRUE,51,resign,white,5+5,Mieses Opening
Z0VzPUPm,TRUE,71,mate,white,10+5,Zukertort Opening: Quiet System
1pBIszeA,FALSE,49,mate,white,10+5,Philidor Defense: Nimzowitsch Variation
CAEZnTSC,FALSE,34,mate,black,10+5,Zukertort Opening: Reversed Mexican Defense
JT1xA30W,TRUE,88,outoftime,black,5+5,King's Pawn Game: Leonardis Variation
9UGcuRBe,TRUE,11,draw,draw,7+5,Queen's Pawn Game: Symmetrical Variation
LSQ4yNeU,TRUE,11,mate,white,7+5,Russian Game: Damiano Variation
xSwSmC1e,TRUE,86,resign,black,10+0,Four Knights Game: Halloween Gambit
TovD1oTY,TRUE,58,resign,black,10+0,Sicilian Defense: Alapin Variation |  Smith-Morra Declined
u0FzSAO8,TRUE,50,resign,black,10+0,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation
1YmgTIJI,TRUE,62,resign,black,10+0,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan
DYpN9YxD,TRUE,39,resign,white,10+0,Scotch Game: Potter Variation
9ZsNhTh2,TRUE,49,resign,white,10+0,Ruy Lopez: Bird Variation
78hLyDK0,TRUE,43,resign,white,10+0,Benoni Defense: Taimanov Variation
mquRdEhM,TRUE,84,mate,black,10+0,Sicilian Defense: Canal Attack |  Main Line
awUwx4yw,TRUE,41,resign,white,10+0,Russian Game: Classical Attack |  Staunton Variation
